unitid,arank,numm,salm,tenm,conm,numw,salw,tenw,conw
"100654","1","9","214526","6","0","1","0","1","0"
"100654","2","23","508970","9","0","9","175920","8","0"
"100654","3","41","759194","11","0","32","556078","17","0"
"100654","4","10","132370","0","0","23","325470","0","0"
"100654","5","0","0","0","0","1","0","0","0"
"100654","7","83","1615060","26","0","66","0","26","0"
"100654","8","31","878660","27","1","8","225144","8","0"
"100654","9","33","872253","18","0","12","301680","10","0"
"100654","10","21","480753","10","5","8","159608","2","0"
"100654","11","5","91951","0","2","2","0","0","0"
"100654","14","90","2323617","55","8","30","0","20","0"
"101189","1","2","0","0","0","1","0","0","0"
"101189","3","4","59720","2","0","0","0","0","0"
"101189","4","5","68240","3","0","2","0","2","0"
"101189","7","11","0","5","0","3","47550","2","0"
"101189","10","2","0","2","0","0","0","0","0"
"101189","11","4","71310","3","0","3","39250","1","0"
"101189","14","6","0","5","0","3","39250","1","0"
"101709","1","19","486139","19","0","8","205219","8","0"
"101709","2","32","718278","25","0","13","265641","11","0"
"101709","3","18","348661","2","0","23","393829","7","0"
"101709","4","0","0","0","0","6","85888","0","0"
"101709","7","69","1553078","46","0","50","950577","26","0"
"101709","8","6","190019","6","0","1","0","0","0"
"101709","9","3","76748","3","0","5","130197","3","0"
"101709","10","4","98612","1","0","3","61651","2","0"
"101709","11","4","56578","0","0","1","0","0","0"
"101709","14","17","421957","10","0","10","0","5","0"
"100724","1","18","431870","16","0","4","95670","4","0"
"100724","2","31","676450","23","0","12","254330","10","0"
"100724","3","22","412730","3","0","31","551890","18","0"
"100724","4","18","278680","0","0","18","271160","0","0"
"100724","7","89","1799730","42","0","65","1173050","32","0"
"100724","8","1","0","1","1","0","0","0","0"
"100724","9","3","75570","1","0","0","0","0","0"
"100724","10","0","0","0","3","2","0","0","0"
"100724","11","2","0","0","0","6","114540","1","0"
"100724","14","6","148450","2","4","8","0","1","0"
"100760","6","21","407248","17","0","18","358444","17","0"
"100760","7","21","407248","17","0","18","358444","17","0"
"100812","1","4","101356","4","0","0","0","0","0"
"100812","2","6","139564","6","0","7","162409","7","0"
"100812","3","6","117163","2","0","7","135059","3","0"
"100812","7","16","358083","12","0","14","297468","10","0"
"100812","8","4","125040","4","0","2","0","2","0"
"100812","14","4","125040","4","0","2","0","2","0"
"100858","1","118","3525240","111","0","6","175950","6","0"
"100858","2","201","4785700","179","0","35","752130","32","0"
"100858","3","187","3734700","46","0","51","930000","18","0"
"100858","4","36","534735","0","0","46","677440","0","0"
"100858","7","542","12580375","336","0","138","2535520","56","0"
"100858","8","128","4986831","111","0","2","0","1","0"
"100858","9","106","3303340","84","0","2","0","2","0"
"100858","10","85","2293320","20","0","11","293280","2","0"
"100858","11","15","274440","0","0","13","253620","0","0"
"100858","14","334","10857931","215","0","28","688080","5","0"
"100937","1","18","403530","17","0","2","0","2","0"
"100937","2","10","179160","10","0","9","158250","8","0"
"100937","3","14","215195","0","0","7","117275","0","0"
"100937","4","1","0","0","0","0","0","0","0"
"100937","7","43","0","27","0","18","0","10","0"
"100937","8","5","145460","5","0","1","0","1","0"
"100937","14","5","145460","5","0","1","0","1","0"
"101514","6","41","846282","39","0","43","832486","38","0"
"101514","7","41","846282","39","0","43","832486","38","0"
"101514","13","21","540036","18","0","17","410499","11","0"
"101514","14","21","540036","18","0","17","410499","11","0"
"101143","6","25","507764","3","0","11","211554","2","0"
"101143","7","25","507764","3","0","11","211554","2","0"
"101879","1","12","339568","12","0","0","0","0","0"
"101879","2","22","511983","18","0","8","182346","6","0"
"101879","3","48","941374","28","0","26","498139","21","0"
"101879","4","7","112537","0","0","13","209730","4","0"
"101879","7","89","1905462","58","0","47","890215","31","0"
"101879","8","21","721259","21","1","2","0","2","0"
"101879","9","13","351320","13","0","2","0","2","0"
"101879","10","4","102186","4","4","3","69688","3","0"
"101879","14","38","1174765","38","5","7","191552","7","0"
"101240","6","54","1082140","48","0","49","964429","44","0"
"101240","7","54","1082140","48","0","49","964429","44","0"
"101240","13","2","0","1","0","1","0","1","0"
"101240","14","2","0","1","0","1","0","1","0"
"101286","6","27","521016","22","0","28","517964","22","0"
"101286","7","27","521016","22","0","28","517964","22","0"
"101435","1","10","171975","8","0","2","0","1","0"
"101435","2","4","60700","2","0","3","40300","3","0"
"101435","3","10","143800","1","0","3","40100","1","0"
"101435","4","2","0","0","0","2","0","0","0"
"101435","7","26","0","11","0","10","137100","5","0"
"101435","8","1","0","1","0","0","0","0","0"
"101435","10","1","0","1","0","0","0","0","0"
"101435","11","1","0","0","0","0","0","0","0"
"101435","14","3","50900","2","0","0","0","0","0"
"101480","2","9","223701","6","0","6","149516","5","0"
"101480","3","23","463051","12","0","12","235411","6","0"
"101480","4","20","348639","1","0","25","448659","10","0"
"101480","7","52","1035391","19","0","43","833586","21","0"
"101480","8","15","470727","15","0","5","156909","5","0"
"101480","9","75","2237935","54","0","20","595436","14","0"
"101480","10","13","322417","6","0","16","393144","4","0"
"101480","11","6","134353","1","0","12","246713","1","0"
"101480","14","109","3165432","76","0","53","1392202","24","0"
"101499","6","12","226769","9","0","11","196570","7","0"
"101499","7","12","226769","9","0","11","196570","7","0"
"101499","13","2","0","0","0","0","0","0","0"
"101499","14","2","0","0","0","0","0","0","0"
"101505","6","82","1720054","80","0","79","1567795","77","0"
"101505","7","82","1720054","80","0","79","1567795","77","0"
"101505","13","7","210148","7","0","1","0","1","0"
"101505","14","7","210148","7","0","1","0","1","0"
"101541","1","6","106068","6","0","3","49116","2","0"
"101541","2","3","43760","3","0","4","56472","3","0"
"101541","3","5","75816","1","0","4","52620","2","0"
"101541","4","0","0","0","0","4","46808","0","0"
"101541","7","14","225644","10","0","15","205016","7","0"
"101587","1","0","0","0","0","1","0","1","0"
"101587","2","3","54986","3","0","2","0","2","0"
"101587","3","6","90520","1","0","3","46963","0","0"
"101587","4","1","0","0","0","2","0","0","0"
"101587","7","10","0","4","0","8","127032","3","0"
"101587","8","8","216474","8","0","5","140086","4","0"
"101587","9","6","137519","3","0","5","111994","5","0"
"101587","10","14","266453","2","0","4","74988","1","0"
"101587","11","1","0","0","0","2","0","0","0"
"101587","14","29","0","13","0","16","0","10","0"
"1025","4","3","27399","2","0","0","0","0","0"
"1025","7","3","27399","2","0","0","0","0","0"
"1025","8","1","0","1","0","0","0","0","0"
"1025","14","1","0","1","0","0","0","0","0"
"101648","6","12","171891","10","0","4","47209","1","0"
"101648","7","12","171891","10","0","4","47209","1","0"
"101648","13","2","0","1","8","0","0","0","0"
"101648","14","2","0","1","8","0","0","0","0"
"101675","1","1","0","0","0","1","0","1","0"
"101675","2","3","0","2","0","4","0","2","0"
"101675","3","7","0","3","0","10","0","5","0"
"101675","4","9","0","2","0","10","0","3","0"
"101675","5","18","0","0","0","13","0","0","0"
"101675","7","38","0","7","0","38","0","11","0"
"101675","8","3","0","3","0","1","0","1","0"
"101675","9","2","0","1","0","3","0","1","0"
"101675","10","3","0","0","0","4","0","2","0"
"101675","11","2","0","0","0","2","0","1","0"
"101675","12","3","0","0","0","2","0","0","0"
"101675","14","13","0","4","0","12","0","5","0"
"101693","8","5","100600","0","0","4","86250","0","0"
"101693","9","4","66550","0","0","0","0","0","0"
"101693","10","10","167050","0","0","13","208830","0","0"
"101693","11","3","48000","0","0","9","133640","0","0"
"101693","14","22","382200","0","0","26","428720","0","0"
"102030","6","22","390676","22","0","18","330878","17","0"
"102030","7","22","390676","22","0","18","330878","17","0"
"102030","13","4","105390","4","0","11","258422","10","0"
"102030","14","4","105390","4","0","11","258422","10","0"
"101897","6","8","161251","7","0","13","228535","15","0"
"101897","7","8","161251","7","0","13","228535","15","0"
"101903","6","11","223723","11","0","7","131097","7","0"
"101903","7","11","223723","11","0","7","131097","7","0"
"101903","13","1","0","1","0","1","0","0","0"
"101903","14","1","0","1","0","1","0","0","0"
"101912","1","2","0","0","0","0","0","0","0"
"101912","2","4","0","0","0","2","0","1","0"
"101912","3","11","0","0","0","12","0","1","0"
"101912","4","4","0","0","0","11","0","0","0"
"101912","7","21","0","0","0","25","0","2","0"
"101912","8","3","0","0","0","0","0","0","0"
"101912","9","4","0","0","0","3","0","0","0"
"101912","10","2","0","0","0","2","0","0","0"
"101912","14","9","0","0","0","5","0","0","0"
"101949","6","11","215223","9","0","10","196419","8","0"
"101949","7","11","215223","9","0","10","196419","8","0"
"102049","1","37","0","0","0","3","0","0","0"
"102049","2","40","0","0","0","12","0","0","0"
"102049","3","25","0","0","0","28","0","0","0"
"102049","4","7","0","0","0","21","0","0","0"
"102049","7","109","0","0","0","64","0","0","0"
"102049","8","12","0","0","0","1","0","0","0"
"102049","9","0","0","0","0","3","0","0","0"
"102049","10","11","0","0","0","3","0","0","0"
"102049","11","3","0","0","0","9","0","0","0"
"102049","14","26","0","0","0","16","0","0","0"
"102058","1","3","50505","2","0","0","0","0","0"
"102058","2","2","0","2","0","3","31197","2","0"
"102058","3","3","25691","3","0","2","0","1","0"
"102058","4","6","42500","3","0","0","0","0","0"
"102058","5","2","0","1","0","0","0","0","0"
"102058","7","16","149086","11","0","5","0","3","0"
"102076","6","13","267332","13","0","13","253992","12","0"
"102076","7","13","267332","13","0","13","253992","12","0"
"102076","13","1","0","1","0","0","0","0","0"
"102076","14","1","0","1","0","0","0","0","0"
"102261","13","12","169650","0","0","1","0","0","0"
"102261","14","12","169650","0","0","1","0","0","0"
"251260","6","12","236789","12","0","19","364285","12","0"
"251260","7","12","236789","12","0","19","364285","12","0"
"251260","13","2","0","2","0","0","0","0","0"
"251260","14","2","0","2","0","0","0","0","0"
"102234","1","9","210900","9","3","4","76725","2","0"
"102234","2","12","223975","10","2","2","0","1","0"
"102234","3","12","197525","1","1","3","46450","0","0"
"102234","4","0","0","0","2","6","79075","0","0"
"102234","7","33","632400","20","8","15","0","3","0"
"102270","1","2","0","2","0","0","0","0","0"
"102270","2","6","93303","4","0","3","45706","2","0"
"102270","3","8","111202","4","0","6","77326","5","0"
"102270","4","4","46078","0","0","2","0","0","0"
"102270","7","20","0","10","0","11","0","7","0"
"102270","8","1","0","1","0","1","0","1","0"
"102270","9","3","48619","3","0","0","0","0","0"
"102270","10","1","0","1","0","1","0","1","0"
"102270","14","5","0","5","0","2","0","2","0"
"102298","1","6","121100","4","0","1","0","1","0"
"102298","2","13","220100","3","0","5","82000","1","0"
"102298","3","10","151100","0","0","6","91400","0","0"
"102298","4","3","40500","0","0","4","52300","0","0"
"102298","5","1","0","0","0","0","0","0","0"
"102298","7","33","0","7","0","16","0","2","0"
"102368","1","20","454151","16","0","2","0","2","0"
"102368","2","9","186960","7","0","4","82920","2","0"
"102368","3","42","783517","19","0","19","346531","7","0"
"102368","4","18","263068","1","0","18","276299","0","0"
"102368","5","0","0","0","0","2","0","0","0"
"102368","7","89","1687696","43","0","45","784751","11","0"
"102368","8","11","359325","9","0","0","0","0","0"
"102368","9","12","281034","6","0","1","0","0","0"
"102368","10","11","219354","2","0","11","228299","2","0"
"102368","11","2","0","0","0","7","108200","0","0"
"102368","12","0","0","0","0","6","78229","0","0"
"102368","14","36","0","17","0","25","0","2","0"
"102322","2","4","79707","3","0","0","0","0","0"
"102322","3","15","286008","7","0","7","124556","2","0"
"102322","4","1","0","0","0","1","0","0","0"
"102322","7","20","0","10","0","8","0","2","0"
"102322","8","1","0","0","0","0","0","0","0"
"102322","9","3","77166","3","0","1","0","1","0"
"102322","10","4","100729","2","0","0","0","0","0"
"102322","11","2","0","0","0","0","0","0","0"
"102322","14","10","244994","5","0","1","0","1","0"
"102359","3","1","0","0","0","0","0","0","0"
"102359","4","0","0","0","0","1","0","0","0"
"102359","7","1","0","0","0","1","0","0","0"
"102359","8","1","0","1","0","1","0","1","0"
"102359","9","11","231239","7","0","0","0","0","0"
"102359","10","8","140133","2","0","3","57646","2","0"
"102359","11","3","70058","0","0","3","52557","0","0"
"102359","14","23","0","10","0","7","0","3","0"
"102377","1","49","1245851","45","2","4","75192","4","0"
"102377","2","27","596277","12","0","12","209265","5","0"
"102377","3","59","1045008","21","8","29","441151","14","0"
"102377","4","41","601265","8","2","45","613618","5","0"
"102377","5","1","0","0","0","2","0","0","0"
"102377","7","177","0","86","12","92","0","28","0"
"100751","1","207","6402319","204","0","18","515371","17","0"
"100751","2","139","3248544","112","0","41","908521","28","0"
"100751","3","126","2353293","27","0","61","1139255","19","0"
"100751","4","19","307112","3","0","31","463037","5","0"
"100751","5","1","0","0","0","3","51000","0","0"
"100751","7","492","0","346","0","154","3077184","69","0"
"100751","8","10","386939","10","0","0","0","0","0"
"100751","9","7","222275","5","0","2","0","2","0"
"100751","10","1","0","0","0","1","0","0","0"
"100751","11","1","0","0","0","1","0","0","0"
"100751","14","19","0","15","0","4","90173","2","0"
"100663","1","15","423966","14","0","3","78700","3","0"
"100663","2","65","1552668","57","0","7","149113","6","0"
"100663","3","75","1429526","7","0","29","507110","0","0"
"100663","4","10","154831","1","0","12","177666","3","0"
"100663","5","4","77924","0","0","0","0","0","0"
"100663","7","169","3638915","79","0","51","912589","12","0"
"100663","8","68","2940692","62","0","18","635344","17","0"
"100663","9","74","2520822","64","0","48","1353024","36","0"
"100663","10","40","1144580","5","0","70","1501182","14","0"
"100663","11","19","398923","0","0","58","1040785","0","0"
"100663","12","2","0","0","0","0","0","0","0"
"100663","13","3","48692","0","0","8","128942","0","0"
"100663","14","206","0","131","0","202","4659277","67","0"
"100706","1","26","725190","25","0","2","0","2","0"
"100706","2","33","747326","29","0","15","311560","10","0"
"100706","3","30","556424","4","0","20","352110","4","0"
"100706","4","6","91575","0","0","19","285129","1","0"
"100706","7","95","2120515","58","0","56","0","17","0"
"100706","8","11","410065","11","0","1","0","1","0"
"100706","9","10","326353","6","0","4","117000","3","0"
"100706","10","5","123027","1","0","6","113481","2","0"
"100706","11","0","0","0","0","4","59103","0","0"
"100706","14","26","859445","18","0","15","0","6","0"
"102094","1","81","2186613","78","0","14","348128","14","0"
"102094","2","63","1374450","53","0","7","147461","7","0"
"102094","3","38","750744","13","0","14","253127","3","0"
"102094","4","19","365375","10","0","25","400597","16","0"
"102094","5","5","98949","0","0","1","0","0","0"
"102094","7","206","4776131","154","0","61","0","40","0"
"102094","8","1","0","1","0","0","0","0","0"
"102094","9","1","0","1","0","3","71677","0","0"
"102094","10","7","157206","1","0","6","122137","2","0"
"102094","11","4","71327","1","0","8","152117","8","0"
"102094","12","1","0","0","0","1","0","0","0"
"102094","14","14","314263","4","0","18","0","10","0"
"102410","6","8","135885","6","0","4","68320","4","0"
"102410","7","8","135885","6","0","4","68320","4","0"
"102410","13","4","83062","4","0","1","0","1","0"
"102410","14","4","83062","4","0","1","0","1","0"
"101569","6","30","582510","24","0","38","751488","33","0"
"101569","7","30","582510","24","0","38","751488","33","0"
"101161","6","13","257541","12","0","11","208237","8","0"
"101161","7","13","257541","12","0","11","208237","8","0"
"101161","13","5","141604","5","0","4","98782","4","0"
"101161","14","5","141604","5","0","4","98782","4","0"
"103440","6","8","135148","0","0","3","47418","0","0"
"103440","7","8","135148","0","0","3","47418","0","0"
"102614","1","36","1618448","31","0","2","0","2","0"
"102614","2","47","1800925","24","0","8","290986","5","0"
"102614","3","36","1118326","1","0","19","573163","1","0"
"102614","4","4","108810","0","0","5","131601","0","0"
"102614","6","1","0","0","0","0","0","0","0"
"102614","7","124","0","56","0","34","0","8","0"
"102614","8","9","527232","8","0","2","0","2","0"
"102614","9","14","699981","10","0","1","0","1","0"
"102614","10","7","293467","0","0","1","0","0","0"
"102614","11","3","92831","0","0","1","0","0","0"
"102614","14","33","1613511","18","0","5","252741","3","0"
"102757","6","67","2439016","0","0","45","1760697","0","0"
"102757","7","67","2439016","0","0","45","1760697","0","0"
"102757","13","12","544773","0","0","6","261165","0","0"
"102757","14","12","544773","0","0","6","261165","0","0"
"103097","6","14","498724","0","0","5","194047","0","0"
"103097","7","14","498724","0","0","5","194047","0","0"
"103097","13","1","0","0","0","0","0","0","0"
"103097","14","1","0","0","0","0","0","0","0"
"103103","6","6","214082","0","0","3","103053","0","0"
"103103","7","6","214082","0","0","3","103053","0","0"
"103103","13","0","0","0","0","1","0","0","0"
"103103","14","0","0","0","0","1","0","0","0"
"103176","6","5","185232","0","0","2","0","0","0"
"103176","7","5","185232","0","0","2","0","0","0"
"103079","6","3","102756","0","0","2","0","0","0"
"103079","7","3","102756","0","0","2","0","0","0"
"103778","1","13","318634","10","0","2","0","2","0"
"103778","2","22","483709","10","0","12","222297","11","0"
"103778","3","6","112918","1","0","4","64596","2","0"
"103778","4","4","45577","0","0","1","0","1","0"
"103778","7","45","960838","21","0","19","352136","16","0"
"104160","6","46","940500","0","0","26","483000","0","0"
"104160","7","46","940500","0","0","26","483000","0","0"
"104160","13","1","0","0","0","0","0","0","0"
"104160","14","1","0","0","0","0","0","0","0"
"104425","6","46","924475","0","0","15","270910","0","0"
"104425","7","46","924475","0","0","15","270910","0","0"
"104425","13","12","235267","0","0","1","0","0","0"
"104425","14","12","235267","0","0","1","0","0","0"
"104577","6","46","869998","0","0","14","236090","0","0"
"104577","7","46","869998","0","0","14","236090","0","0"
"104577","13","6","118500","0","0","6","100002","0","0"
"104577","14","6","118500","0","0","6","100002","0","0"
"104717","1","12","271660","11","0","1","0","1","0"
"104717","2","9","176007","7","0","5","99578","2","0"
"104717","3","6","91505","0","0","1","0","0","0"
"104717","4","0","0","0","0","1","0","0","0"
"104717","7","27","539172","18","0","8","147857","3","0"
"104708","6","105","2909025","102","0","50","1283538","46","0"
"104708","7","105","2909025","102","0","50","1283538","46","0"
"105154","6","116","3189628","114","0","49","1283538","47","0"
"105154","7","116","3189628","114","0","49","1283538","47","0"
"105428","6","97","2717021","95","0","68","1764658","61","0"
"105428","7","97","2717021","95","0","68","1764658","61","0"
"106148","6","40","876290","0","0","19","350342","0","0"
"106148","7","40","876290","0","0","19","350342","0","0"
"106148","13","11","280227","0","0","4","90694","0","0"
"106148","14","11","280227","0","0","4","90694","0","0"
"104151","1","359","12260324","345","0","28","840506","26","0"
"104151","2","301","7960755","249","0","59","1519552","43","0"
"104151","3","222","4788556","40","0","116","2354807","32","0"
"104151","4","4","75163","0","0","28","454456","1","0"
"104151","5","18","317442","0","0","16","279608","0","0"
"104151","6","12","207240","0","0","5","73800","0","0"
"104151","7","916","25609480","634","0","252","5522729","102","0"
"104151","8","43","1881932","41","0","2","0","2","0"
"104151","9","13","426955","10","0","2","0","2","0"
"104151","10","15","409832","2","0","2","0","0","0"
"104151","11","1","0","0","0","0","0","0","0"
"104151","12","0","0","0","0","1","0","0","0"
"104151","13","13","209285","0","0","8","132328","0","0"
"104151","14","85","0","53","0","15","363288","4","0"
"105330","1","67","2252115","0","0","6","202002","0","0"
"105330","2","134","3622750","0","0","15","399180","0","0"
"105330","3","124","2684520","0","0","32","684830","0","0"
"105330","4","32","546680","0","0","30","504520","0","0"
"105330","5","3","93630","0","0","0","0","0","0"
"105330","7","360","9199695","0","0","83","1790532","0","0"
"105330","8","25","965185","0","0","1","0","0","0"
"105330","9","20","637915","0","0","0","0","0","0"
"105330","10","6","150145","0","0","0","0","0","0"
"105330","11","3","61080","0","0","0","0","0","0"
"105330","14","54","1814325","0","0","1","0","0","0"
"104179","1","433","15536374","388","2","21","657582","17","0"
"104179","2","223","5892262","203","0","42","1012126","33","0"
"104179","3","137","2927441","1","1","54","1093409","2","0"
"104179","4","9","157965","0","0","7","107839","0","0"
"104179","5","64","1210589","24","1","48","726747","7","0"
"104179","7","866","25724631","616","4","172","3597703","59","0"
"104179","8","166","6713744","158","18","4","140128","4","0"
"104179","9","56","1793306","50","4","9","277763","8","1"
"104179","10","45","1175371","0","11","18","428323","1","1"
"104179","11","2","0","0","4","10","187640","0","0"
"104179","12","16","416767","6","1","18","375858","2","0"
"104179","14","285","0","214","38","59","1409712","15","2"
"106485","1","9","201666","8","0","0","0","0","0"
"106485","2","18","342245","16","0","3","53892","3","0"
"106485","3","16","250251","12","0","11","172382","8","0"
"106485","4","11","157688","5","0","8","112672","3","0"
"106485","5","0","0","0","0","2","0","0","0"
"106485","7","54","951850","41","0","24","0","14","0"
"106485","8","7","193520","7","0","0","0","0","0"
"106485","9","3","77800","3","0","1","0","1","0"
"106485","10","5","112340","1","0","0","0","0","0"
"106485","11","2","0","1","0","0","0","0","0"
"106485","14","17","0","12","0","1","0","1","0"
"106412","1","12","242682","10","0","7","136471","6","0"
"106412","2","23","420565","17","0","8","153151","6","0"
"106412","3","37","613642","11","0","19","317678","7","0"
"106412","4","16","220137","5","0","22","303996","9","0"
"106412","7","88","1497026","43","0","56","911296","28","0"
"106412","8","12","321505","12","0","7","196806","6","0"
"106412","9","3","72504","2","0","2","0","2","0"
"106412","10","2","0","0","0","0","0","0","0"
"106412","11","0","0","0","0","2","0","1","0"
"106412","14","17","0","14","0","11","280090","9","0"
"106306","6","3","0","0","0","4","0","0","0"
"106306","7","3","0","0","0","4","0","0","0"
"106342","1","7","130350","7","0","3","55830","2","0"
"106342","2","2","0","0","0","0","0","0","0"
"106342","3","12","193105","0","0","2","0","0","0"
"106342","4","2","0","0","0","0","0","0","0"
"106342","7","23","387005","7","0","5","0","2","0"
"106342","10","0","0","0","0","1","0","0","0"
"106342","14","0","0","0","0","1","0","0","0"
"106467","1","14","306527","14","1","1","0","1","0"
"106467","2","44","861641","43","0","9","164517","8","0"
"106467","3","31","555481","13","5","14","238725","6","0"
"106467","4","2","0","0","0","7","100537","0","0"
"106467","7","91","0","70","6","31","0","15","0"
"106467","9","3","71051","2","0","0","0","0","0"
"106467","10","2","0","2","0","0","0","0","0"
"106467","14","5","0","4","0","0","0","0","0"
"106458","1","35","892685","35","0","3","78540","3","0"
"106458","2","56","1243905","51","0","9","185505","6","0"
"106458","3","68","1201641","30","0","27","458520","8","0"
"106458","4","34","500514","6","0","33","464057","11","0"
"106458","7","193","3838745","122","0","72","1186622","28","0"
"106458","8","18","627645","18","0","0","0","0","0"
"106458","9","9","272468","4","0","1","0","1","0"
"106458","10","1","0","1","0","0","0","0","0"
"106458","11","5","94424","3","0","1","0","0","0"
"106458","14","33","0","26","0","2","0","1","0"
"106449","2","4","76502","4","0","1","0","1","0"
"106449","3","14","238465","11","0","6","101939","5","0"
"106449","4","1","0","0","0","0","0","0","0"
"106449","7","19","0","15","0","7","0","6","0"
"106704","1","34","771425","33","0","4","89044","4","0"
"106704","2","37","701254","30","0","15","276201","14","0"
"106704","3","43","732607","14","0","20","329087","5","0"
"106704","4","15","223945","1","0","25","346401","2","0"
"106704","7","129","2429231","78","0","64","1040733","25","0"
"106704","8","23","680303","20","0","4","104925","2","0"
"106704","9","2","0","1","0","3","82300","2","0"
"106704","10","4","95211","2","0","3","63383","1","0"
"106704","11","2","0","0","0","1","0","0","0"
"106704","14","31","864046","23","0","11","0","5","0"
"106713","4","1","0","0","0","0","0","0","0"
"106713","7","1","0","0","0","0","0","0","0"
"106713","8","7","121533","0","0","2","0","0","0"
"106713","9","1","0","0","0","2","0","0","0"
"106713","11","3","37417","0","0","0","0","0","0"
"106713","14","11","0","0","0","4","57350","0","0"
"107558","1","6","105430","5","1","0","0","0","0"
"107558","2","9","137370","8","0","4","59400","4","0"
"107558","3","6","79350","0","3","0","0","0","0"
"107558","4","4","50000","0","0","2","0","0","0"
"107558","7","25","372150","13","4","6","0","4","0"
"106810","6","0","0","0","0","4","37560","0","0"
"106810","7","0","0","0","0","4","37560","0","0"
"106810","13","1","0","0","0","0","0","0","0"
"106810","14","1","0","0","0","0","0","0","0"
"107071","1","28","606256","26","0","6","122049","5","0"
"107071","2","37","691776","19","0","11","200646","5","0"
"107071","3","9","144252","0","0","15","233091","5","0"
"107071","4","5","67518","0","0","14","189630","0","0"
"107071","7","79","1509802","45","0","46","745416","15","0"
"107071","8","18","532265","17","0","2","0","1","0"
"107071","9","3","73596","1","0","0","0","0","0"
"107071","10","1","0","0","0","0","0","0","0"
"107071","14","22","0","18","0","2","0","1","0"
"107080","1","13","318500","13","0","2","0","2","0"
"107080","2","19","379700","17","0","2","0","2","0"
"107080","3","12","194600","0","0","5","74400","0","0"
"107080","4","4","63600","0","0","0","0","0","0"
"107080","7","48","956400","30","0","9","159400","4","0"
"107141","1","8","175627","0","0","1","0","0","0"
"107141","2","14","273778","0","0","4","72188","0","0"
"107141","3","10","181229","0","0","5","84126","0","0"
"107141","4","5","74996","0","0","2","0","0","0"
"107141","7","37","705630","0","0","12","203630","0","0"
"106245","1","41","1157964","38","0","6","179212","6","0"
"106245","2","71","1639645","61","0","13","265557","13","0"
"106245","3","55","1086486","10","0","38","705010","18","0"
"106245","4","10","172561","1","0","17","231911","4","0"
"106245","5","2","0","0","0","3","33296","0","0"
"106245","7","179","0","110","0","77","1414986","41","0"
"106245","8","12","384531","12","0","4","129000","3","0"
"106245","9","22","650619","19","0","5","144452","4","0"
"106245","10","6","138870","1","0","3","62754","1","0"
"106245","11","4","53752","0","0","2","0","0","0"
"106245","12","3","34251","0","0","1","0","0","0"
"106245","14","47","1262023","32","0","15","378296","8","0"
"107512","1","29","660800","26","0","2","0","2","0"
"107512","2","14","264300","14","0","4","74550","4","0"
"107512","3","15","253950","8","0","9","137950","7","0"
"107512","4","12","171450","0","0","6","81450","0","0"
"107512","7","70","1350500","48","0","21","0","13","0"
"107600","1","3","51000","0","0","2","0","0","0"
"107600","2","5","67500","0","0","4","54000","0","0"
"107600","3","5","59000","0","0","7","83500","0","0"
"107600","4","1","0","0","0","0","0","0","0"
"107600","7","14","0","0","0","13","0","0","0"
"107619","6","24","389904","0","0","25","395894","0","0"
"107619","7","24","389904","0","0","25","395894","0","0"
"107619","13","3","61655","0","0","2","0","0","0"
"107619","14","3","61655","0","0","2","0","0","0"
"107840","6","11","0","3","0","15","0","2","0"
"107840","7","11","0","3","0","15","0","2","0"
"107877","6","9","124600","5","0","5","60330","1","0"
"107877","7","9","124600","5","0","5","60330","1","0"
"107983","1","15","321056","15","1","7","147922","7","0"
"107983","2","25","479287","23","0","6","107762","6","0"
"107983","3","15","258102","7","3","7","115344","5","0"
"107983","4","2","0","0","0","9","122203","0","0"
"107983","7","57","0","45","4","29","493231","18","0"
"107983","10","3","63090","2","0","0","0","0","0"
"107983","11","4","74685","0","0","1","0","0","0"
"107983","14","7","137775","2","0","1","0","0","0"
"106397","1","155","4600973","149","0","14","379002","14","0"
"106397","2","99","2286821","73","0","12","265789","7","0"
"106397","3","96","1840722","16","0","32","571867","14","0"
"106397","4","20","316671","1","0","16","229856","0","0"
"106397","5","4","48650","0","0","7","78000","0","0"
"106397","7","374","9093837","239","0","81","1524514","35","0"
"106397","8","119","4160865","117","0","6","199068","5","0"
"106397","9","42","1157762","39","0","7","176803","6","0"
"106397","10","42","1035167","8","0","9","192987","0","0"
"106397","11","8","138286","1","0","5","78648","0","0"
"106397","14","211","6492080","165","0","27","647506","11","0"
"106263","3","0","0","0","0","1","0","0","0"
"106263","4","0","0","0","0","2","0","0","0"
"106263","7","0","0","0","0","3","46187","0","0"
"106263","8","13","468450","11","0","3","84942","3","0"
"106263","9","7","202850","6","0","8","184301","5","0"
"106263","10","15","364050","3","0","16","326199","3","0"
"106263","11","5","90400","1","0","17","274869","0","0"
"106263","13","0","0","0","0","1","0","0","0"
"106263","14","40","1125750","21","0","45","0","11","0"
"108092","6","46","758198","38","0","30","493436","19","0"
"108092","7","46","758198","38","0","30","493436","19","0"
"108092","13","11","256508","10","0","4","89497","4","0"
"108092","14","11","256508","10","0","4","89497","4","0"
"108807","6","71","1941840","64","0","22","558397","18","0"
"108807","7","71","1941840","64","0","22","558397","18","0"
"108807","13","14","421137","13","0","8","223400","6","0"
"108807","14","14","421137","13","0","8","223400","6","0"
"109350","6","48","1212583","40","0","38","860809","29","0"
"109350","7","48","1212583","40","0","38","860809","29","0"
