unitid,contract,arank,"xempcoun",empcount,"xoutlays",outlays,"xsaverag",saverage
"100654","1","1",10,"26",10,"1510933",10,"58113"
"100654","1","2",10,"50",10,"2581310",10,"51626"
"100654","1","3",10,"74",10,"3168553",10,"42818"
"100654","1","4",10,"21",10,"710347",10,"33826"
"100654","1","6",10,"10",10,"394199",10,"39420"
"100654","1","7",10,"181",10,"8365342",30,""
"100654","1","8",10,"15",10,"846680",10,"56445"
"100654","1","9",10,"13",10,"641727",10,"49364"
"100654","1","10",10,"34",10,"1296662",10,"38137"
"100654","1","11",10,"28",10,"817562",10,"29199"
"100654","1","13",10,"5",10,"150776",10,"30155"
"100654","1","14",10,"95",10,"3753407",30,""
"100654","1","15",10,"276",10,"12118749",30,""
"100654","2","1",10,"5",10,"422812",10,"84562"
"100654","2","2",10,"9",10,"638521",10,"70947"
"100654","2","3",10,"4",10,"196134",10,"49034"
"100654","2","6",10,"3",10,"190762",10,"63587"
"100654","2","7",10,"21",10,"1448229",30,""
"100654","2","8",10,"1",40,"",40,""
"100654","2","9",10,"3",10,"211958",10,"70653"
"100654","2","10",10,"1",40,"",40,""
"100654","2","11",10,"1",40,"",40,""
"100654","2","13",10,"1",40,"",40,""
"100654","2","14",10,"7",10,"441682",30,""
"100654","2","15",10,"28",10,"1889911",30,""
"100663","1","1",10,"66",10,"4887578",10,"74054"
"100663","1","2",10,"98",10,"5386982",10,"54969"
"100663","1","3",10,"53",10,"2744176",10,"51777"
"100663","1","4",10,"11",10,"353985",10,"32180"
"100663","1","5",10,"2",40,"",40,""
"100663","1","7",10,"230",40,"",30,""
"100663","1","8",10,"14",10,"910866",10,"65062"
"100663","1","9",10,"35",10,"1681839",10,"48053"
"100663","1","10",10,"39",10,"1794327",10,"46008"
"100663","1","11",10,"17",10,"567111",10,"33359"
"100663","1","12",10,"1",40,"",40,""
"100663","1","14",10,"106",40,"",30,""
"100663","1","15",10,"336",10,"18444328",30,""
"100663","2","1",10,"40",10,"4442478",10,"111062"
"100663","2","2",10,"14",10,"1157793",10,"82700"
"100663","2","3",10,"8",10,"541310",10,"67664"
"100663","2","4",10,"5",10,"231341",10,"46268"
"100663","2","7",10,"67",10,"6372922",30,""
"100663","2","8",10,"6",10,"546818",10,"91136"
"100663","2","9",10,"3",10,"277645",10,"92548"
"100663","2","10",10,"6",10,"335480",10,"55913"
"100663","2","11",10,"2",40,"",40,""
"100663","2","12",10,"1",40,"",40,""
"100663","2","14",10,"18",10,"1306171",30,""
"100663","2","15",10,"85",10,"7679093",30,""
"100690","2","2",10,"8",10,"253000",10,"31625"
"100690","2","4",10,"1",40,"",40,""
"100690","2","7",10,"9",40,"",30,""
"100690","2","11",10,"1",40,"",40,""
"100690","2","14",10,"1",40,"",30,""
"100690","2","15",10,"10",40,"",30,""
"100706","1","1",10,"51",10,"3630561",10,"71187"
"100706","1","2",10,"47",10,"2649159",10,"56365"
"100706","1","3",10,"38",10,"2084431",10,"54853"
"100706","1","4",10,"3",10,"118799",10,"39600"
"100706","1","5",10,"5",10,"196419",10,"39284"
"100706","1","7",10,"144",10,"8679369",30,""
"100706","1","8",10,"4",10,"316302",10,"79076"
"100706","1","9",10,"23",10,"1091318",10,"47449"
"100706","1","10",10,"42",10,"1882269",10,"44816"
"100706","1","11",10,"2",40,"",40,""
"100706","1","12",10,"14",10,"438647",10,"31332"
"100706","1","14",10,"85",40,"",30,""
"100706","1","15",10,"229",40,"",30,""
"100706","2","1",10,"28",10,"2858784",10,"102099"
"100706","2","2",10,"5",10,"381882",10,"76376"
"100706","2","5",10,"3",10,"121900",10,"40633"
"100706","2","7",10,"36",10,"3362566",30,""
"100706","2","8",10,"1",40,"",40,""
"100706","2","9",10,"5",10,"309712",10,"61942"
"100706","2","10",10,"1",40,"",40,""
"100706","2","12",10,"5",10,"163181",10,"32636"
"100706","2","14",10,"12",40,"",30,""
"100706","2","15",10,"48",40,"",30,""
"100724","1","1",10,"25",10,"1517766",10,"60711"
"100724","1","2",10,"30",10,"1511187",10,"50373"
"100724","1","3",10,"25",10,"1055822",10,"42233"
"100724","1","4",10,"16",10,"560357",10,"35022"
"100724","1","7",10,"96",10,"4645132",30,""
"100724","1","8",10,"13",10,"715005",10,"55000"
"100724","1","9",10,"19",10,"934798",10,"49200"
"100724","1","10",10,"42",10,"1738878",10,"41402"
"100724","1","11",10,"32",10,"1126167",10,"35193"
"100724","1","14",10,"106",10,"4514848",30,""
"100724","1","15",10,"202",10,"9159980",30,""
"100724","2","1",10,"1",40,"",40,""
"100724","2","3",10,"2",40,"",40,""
"100724","2","4",10,"2",40,"",40,""
"100724","2","7",10,"5",10,"295721",30,""
"100724","2","8",10,"1",40,"",40,""
"100724","2","9",10,"3",10,"244953",10,"81651"
"100724","2","10",10,"3",10,"178768",10,"59589"
"100724","2","11",10,"4",10,"198165",10,"49541"
"100724","2","14",10,"11",40,"",30,""
"100724","2","15",10,"16",40,"",30,""
"100751","1","1",10,"224",10,"17618751",10,"78655"
"100751","1","2",10,"148",10,"8767695",10,"59241"
"100751","1","3",10,"115",10,"5585950",10,"48573"
"100751","1","4",10,"32",10,"1063199",10,"33225"
"100751","1","7",10,"519",10,"33035595",30,""
"100751","1","8",10,"40",10,"2797321",10,"69933"
"100751","1","9",10,"62",10,"3403193",10,"54890"
"100751","1","10",10,"83",10,"3711135",10,"44712"
"100751","1","11",10,"44",10,"1443171",10,"32799"
"100751","1","14",10,"229",10,"11354820",30,""
"100751","1","15",10,"748",10,"44390415",30,""
"100751","2","1",10,"8",10,"763779",10,"95472"
"100751","2","2",10,"4",10,"254452",10,"63613"
"100751","2","4",10,"6",10,"197414",10,"32902"
"100751","2","7",10,"18",10,"1215645",30,""
"100751","2","8",10,"2",40,"",40,""
"100751","2","9",10,"3",10,"214929",10,"71643"
"100751","2","10",10,"1",40,"",40,""
"100751","2","11",10,"7",10,"201186",10,"28741"
"100751","2","14",10,"13",10,"641536",30,""
"100751","2","15",10,"31",10,"1857181",30,""
"100760","1","6",10,"27",10,"1052410",10,"38978"
"100760","1","7",10,"27",10,"1052410",30,""
"100760","1","13",10,"20",10,"849963",10,"42498"
"100760","1","14",10,"20",10,"849963",30,""
"100760","1","15",10,"47",10,"1902373",30,""
"100760","2","13",10,"1",40,"",40,""
"100760","2","14",10,"1",40,"",30,""
"100760","2","15",10,"1",40,"",30,""
"100812","1","1",10,"16",10,"1277483",10,"79843"
"100812","1","2",10,"5",10,"328754",10,"65751"
"100812","1","3",10,"14",10,"835132",10,"59652"
"100812","1","7",10,"35",10,"2441369",30,""
"100812","1","8",10,"4",10,"299010",10,"74752"
"100812","1","9",10,"6",10,"405282",10,"67547"
"100812","1","10",10,"20",10,"1160676",10,"58034"
"100812","1","14",10,"30",10,"1864968",30,""
"100812","1","15",10,"65",10,"4306337",30,""
"100812","2","10",10,"2",40,"",40,""
"100812","2","14",10,"2",40,"",30,""
"100812","2","15",10,"2",40,"",30,""
"100830","1","1",10,"23",10,"1458971",10,"63434"
"100830","1","2",10,"36",10,"1860810",10,"51689"
"100830","1","3",10,"22",10,"999770",10,"45444"
"100830","1","4",10,"6",10,"192790",10,"32132"
"100830","1","7",10,"87",10,"4512341",30,""
"100830","1","8",10,"11",10,"647410",10,"58855"
"100830","1","9",10,"20",10,"951580",10,"47579"
"100830","1","10",10,"26",10,"1098004",10,"42231"
"100830","1","11",10,"12",10,"405047",10,"33754"
"100830","1","14",10,"69",10,"3102041",30,""
"100830","1","15",10,"156",10,"7614382",30,""
"100830","2","1",10,"14",10,"1201060",10,"85790"
"100830","2","2",10,"5",10,"365330",10,"73066"
"100830","2","7",10,"19",10,"1566390",30,""
"100830","2","8",10,"1",40,"",40,""
"100830","2","10",10,"1",40,"",40,""
"100830","2","11",10,"2",40,"",40,""
"100830","2","14",10,"4",10,"211037",30,""
"100830","2","15",10,"23",10,"1777427",30,""
"100858","1","1",10,"225",10,"17358051",10,"77147"
"100858","1","2",10,"176",10,"10244881",10,"58210"
"100858","1","3",10,"81",10,"3966690",10,"48971"
"100858","1","4",10,"36",10,"1064936",10,"29582"
"100858","1","5",10,"8",10,"351545",10,"43943"
"100858","1","7",10,"526",10,"32986103",30,""
"100858","1","8",10,"22",10,"1488945",10,"67679"
"100858","1","9",10,"67",10,"3438990",10,"51328"
"100858","1","10",10,"61",10,"2650522",10,"43451"
"100858","1","11",10,"42",10,"1245532",10,"29656"
"100858","1","12",10,"8",10,"303970",10,"37996"
"100858","1","14",10,"200",10,"9127959",30,""
"100858","1","15",10,"726",10,"42114062",30,""
"100858","2","1",10,"185",10,"17371403",10,"93899"
"100858","2","2",10,"85",10,"5952928",10,"70034"
"100858","2","3",10,"37",10,"2209115",10,"59706"
"100858","2","4",10,"1",40,"",40,""
"100858","2","5",10,"3",10,"151020",10,"50340"
"100858","2","7",10,"311",40,"",30,""
"100858","2","8",10,"19",10,"1757830",10,"92517"
"100858","2","9",10,"36",10,"2516150",10,"69893"
"100858","2","10",10,"13",10,"807410",10,"62108"
"100858","2","11",10,"4",10,"173040",10,"43260"
"100858","2","12",10,"6",10,"272800",10,"45467"
"100858","2","14",10,"78",10,"5527230",30,""
"100858","2","15",10,"389",40,"",30,""
"100919","1","6",10,"23",10,"902899",10,"39256"
"100919","1","7",10,"23",10,"902899",30,""
"100919","1","13",10,"20",10,"828555",10,"41428"
"100919","1","14",10,"20",10,"828555",30,""
"100919","1","15",10,"43",10,"1731454",30,""
"100919","2","6",10,"1",40,"",40,""
"100919","2","7",10,"1",40,"",30,""
"100919","2","13",10,"1",40,"",40,""
"100919","2","14",10,"1",40,"",30,""
"100919","2","15",10,"2",40,"",30,""
"100937","1","1",10,"31",10,"2178478",10,"70273"
"100937","1","2",10,"15",10,"830017",10,"55334"
"100937","1","3",10,"14",10,"685696",10,"48978"
"100937","1","4",10,"2",40,"",40,""
"100937","1","7",10,"62",40,"",30,""
"100937","1","8",10,"10",10,"678805",10,"67880"
"100937","1","9",10,"11",10,"571053",10,"51914"
"100937","1","10",10,"14",10,"587709",10,"41979"
"100937","1","11",10,"2",40,"",40,""
"100937","1","14",10,"37",40,"",30,""
"100937","1","15",10,"99",10,"5632636",30,""
"100973","1","6",10,"4",10,"186943",10,"46736"
"100973","1","7",10,"4",10,"186943",30,""
"100973","1","13",10,"1",40,"",40,""
"100973","1","14",10,"1",40,"",30,""
"100973","1","15",10,"5",40,"",30,""
"100973","2","6",10,"1",40,"",40,""
"100973","2","7",10,"1",40,"",30,""
"100973","2","15",10,"1",40,"",30,""
"101028","1","6",10,"8",10,"369187",10,"46148"
"101028","1","7",10,"8",10,"369187",30,""
"101028","1","13",10,"19",10,"808195",10,"42537"
"101028","1","14",10,"19",10,"808195",30,""
"101028","1","15",10,"27",10,"1177382",30,""
"101073","2","1",10,"4",10,"228745",10,"57186"
"101073","2","3",10,"5",10,"173099",10,"34620"
"101073","2","7",10,"9",10,"401844",30,""
"101073","2","8",10,"1",40,"",40,""
"101073","2","9",10,"5",10,"244778",10,"48956"
"101073","2","10",10,"1",40,"",40,""
"101073","2","14",10,"7",40,"",30,""
"101073","2","15",10,"16",40,"",30,""
"101107","1","6",10,"10",10,"603020",10,"60302"
"101107","1","7",10,"10",10,"603020",30,""
"101107","1","13",10,"16",10,"916142",10,"57259"
"101107","1","14",10,"16",10,"916142",30,""
"101107","1","15",10,"26",10,"1519162",30,""
"101116","2","4",10,"4",10,"110556",10,"27639"
"101116","2","7",10,"4",10,"110556",30,""
"101116","2","11",10,"5",10,"175728",10,"35146"
"101116","2","14",10,"5",10,"175728",30,""
"101116","2","15",10,"9",10,"286284",30,""
"101143","1","6",10,"16",10,"722977",10,"45186"
"101143","1","7",10,"16",10,"722977",30,""
"101143","1","13",10,"21",10,"892710",10,"42510"
"101143","1","14",10,"21",10,"892710",30,""
"101143","1","15",10,"37",10,"1615687",30,""
"101161","1","6",10,"21",10,"919034",10,"43764"
"101161","1","7",10,"21",10,"919034",30,""
"101161","1","13",10,"22",10,"865400",10,"39336"
"101161","1","14",10,"22",10,"865400",30,""
"101161","1","15",10,"43",10,"1784434",30,""
"101161","2","6",10,"6",10,"380360",10,"63393"
"101161","2","7",10,"6",10,"380360",30,""
"101161","2","13",10,"4",10,"269275",10,"67319"
"101161","2","14",10,"4",10,"269275",30,""
"101161","2","15",10,"10",10,"649635",30,""
"101189","1","1",10,"5",10,"265537",10,"53107"
"101189","1","2",10,"5",10,"221971",10,"44394"
"101189","1","3",10,"5",10,"175915",10,"35183"
"101189","1","7",10,"15",10,"663423",30,""
"101189","1","8",10,"1",40,"",40,""
"101189","1","9",10,"1",40,"",40,""
"101189","1","10",10,"12",10,"406139",10,"33845"
"101189","1","11",10,"2",40,"",40,""
"101189","1","14",10,"16",10,"555726",30,""
"101189","1","15",10,"31",10,"1219149",30,""
"101189","2","1",10,"3",10,"247000",10,"82333"
"101189","2","2",10,"6",10,"405588",10,"67598"
"101189","2","3",10,"9",10,"488528",10,"54281"
"101189","2","7",10,"18",10,"1141116",30,""
"101189","2","9",10,"3",10,"196554",10,"65518"
"101189","2","10",10,"1",40,"",40,""
"101189","2","13",10,"1",40,"",40,""
"101189","2","14",10,"5",40,"",30,""
"101189","2","15",10,"23",40,"",30,""
"101240","1","6",10,"53",10,"2358534",10,"44501"
"101240","1","7",10,"53",10,"2358534",30,""
"101240","1","13",10,"74",10,"3258181",10,"44029"
"101240","1","14",10,"74",10,"3258181",30,""
"101240","1","15",10,"127",10,"5616715",30,""
"101286","1","6",10,"70",10,"3013169",10,"43045"
"101286","1","7",10,"70",10,"3013169",30,""
"101286","1","13",10,"55",10,"2357561",10,"42865"
"101286","1","14",10,"55",10,"2357561",30,""
"101286","1","15",10,"125",10,"5370730",30,""
"101286","2","6",10,"1",40,"",40,""
"101286","2","7",10,"1",40,"",30,""
"101286","2","13",10,"2",40,"",40,""
"101286","2","14",10,"2",40,"",30,""
"101286","2","15",10,"3",10,"172382",30,""
"101295","1","6",10,"49",10,"2043258",10,"41699"
"101295","1","7",10,"49",10,"2043258",30,""
"101295","1","13",10,"70",10,"2857045",10,"40815"
"101295","1","14",10,"70",10,"2857045",30,""
"101295","1","15",10,"119",10,"4900303",30,""
"101301","1","6",10,"25",10,"1131543",10,"45262"
"101301","1","7",10,"25",10,"1131543",30,""
"101301","1","13",10,"25",10,"1028594",10,"41144"
"101301","1","14",10,"25",10,"1028594",30,""
"101301","1","15",10,"50",10,"2160137",30,""
"101347","1","6",10,"9",10,"380405",10,"42267"
"101347","1","7",10,"9",10,"380405",30,""
"101347","1","13",10,"11",10,"442326",10,"40211"
"101347","1","14",10,"11",10,"442326",30,""
"101347","1","15",10,"20",10,"822731",30,""
"101347","2","6",10,"5",10,"232375",10,"46475"
"101347","2","7",10,"5",10,"232375",30,""
"101347","2","13",10,"2",40,"",40,""
"101347","2","14",10,"2",40,"",30,""
"101347","2","15",10,"7",40,"",30,""
"101365","2","2",10,"4",10,"163306",10,"40826"
"101365","2","4",10,"4",10,"164398",10,"41100"
"101365","2","7",10,"8",10,"327704",30,""
"101365","2","11",10,"2",40,"",40,""
"101365","2","14",10,"2",40,"",30,""
"101365","2","15",10,"10",40,"",30,""
"101435","1","1",10,"12",10,"573128",10,"47761"
"101435","1","2",10,"9",10,"425452",10,"47272"
"101435","1","3",10,"8",10,"303822",10,"37978"
"101435","1","7",10,"29",10,"1302402",30,""
"101435","1","8",10,"1",40,"",40,""
"101435","1","9",10,"6",10,"247596",10,"41266"
"101435","1","10",10,"6",10,"229818",10,"38303"
"101435","1","14",10,"13",40,"",30,""
"101435","1","15",10,"42",40,"",30,""
"101453","2","6",10,"4",10,"158592",10,"39648"
"101453","2","7",10,"4",10,"158592",30,""
"101453","2","15",10,"4",10,"158592",30,""
"101462","1","6",10,"9",10,"394521",10,"43836"
"101462","1","7",10,"9",10,"394521",30,""
"101462","1","13",10,"9",10,"396352",10,"44039"
"101462","1","14",10,"9",10,"396352",30,""
"101462","1","15",10,"18",10,"790873",30,""
"101471","1","6",10,"5",10,"171172",10,"34234"
"101471","1","7",10,"5",10,"171172",30,""
"101471","1","13",10,"3",10,"120573",10,"40191"
"101471","1","14",10,"3",10,"120573",30,""
"101471","1","15",10,"8",10,"291745",30,""
"101471","2","6",10,"32",10,"1945492",10,"60797"
"101471","2","7",10,"32",10,"1945492",30,""
"101471","2","13",10,"11",10,"633651",10,"57605"
"101471","2","14",10,"11",10,"633651",30,""
"101471","2","15",10,"43",10,"2579143",30,""
"101480","1","1",10,"25",10,"1510388",10,"60416"
"101480","1","2",10,"31",10,"1583138",10,"51069"
"101480","1","3",10,"33",10,"1449934",10,"43937"
"101480","1","4",10,"19",10,"764383",10,"40231"
"101480","1","6",10,"1",40,"",40,""
"101480","1","7",10,"109",40,"",30,""
"101480","1","8",10,"11",10,"656425",10,"59675"
"101480","1","9",10,"20",10,"1003440",10,"50172"
"101480","1","10",10,"25",10,"1034019",10,"41361"
"101480","1","11",10,"49",10,"1829141",10,"37329"
"101480","1","14",10,"105",10,"4523025",30,""
"101480","1","15",10,"214",40,"",30,""
"101480","2","1",10,"36",10,"2668215",10,"74117"
"101480","2","2",10,"3",10,"208624",10,"69541"
"101480","2","3",10,"1",40,"",40,""
"101480","2","4",10,"3",10,"152751",10,"50917"
"101480","2","7",10,"43",40,"",30,""
"101480","2","8",10,"6",10,"418497",10,"69750"
"101480","2","9",10,"1",40,"",40,""
"101480","2","11",10,"1",40,"",40,""
"101480","2","14",10,"8",40,"",30,""
"101480","2","15",10,"51",10,"3623022",30,""
"101499","1","6",10,"19",10,"816462",10,"42972"
"101499","1","7",10,"19",10,"816462",30,""
"101499","1","13",10,"18",10,"749282",10,"41627"
"101499","1","14",10,"18",10,"749282",30,""
"101499","1","15",10,"37",10,"1565744",30,""
"101499","2","6",10,"4",10,"299736",10,"74934"
"101499","2","7",10,"4",10,"299736",30,""
"101499","2","13",10,"2",40,"",40,""
"101499","2","14",10,"2",40,"",30,""
"101499","2","15",10,"6",40,"",30,""
"101505","1","6",10,"37",10,"1701158",10,"45977"
"101505","1","7",10,"37",10,"1701158",30,""
"101505","1","13",10,"61",10,"2474617",10,"40567"
"101505","1","14",10,"61",10,"2474617",30,""
"101505","1","15",10,"98",10,"4175775",30,""
"101505","2","6",10,"1",40,"",40,""
"101505","2","7",10,"1",40,"",30,""
"101505","2","15",10,"1",40,"",30,""
"101514","1","6",10,"63",10,"2895370",10,"45958"
"101514","1","7",10,"63",10,"2895370",30,""
"101514","1","13",10,"70",10,"3122884",10,"44613"
"101514","1","14",10,"70",10,"3122884",30,""
"101514","1","15",10,"133",10,"6018254",30,""
"101523","1","6",10,"23",10,"1083918",10,"47127"
"101523","1","7",10,"23",10,"1083918",30,""
"101523","1","13",10,"10",10,"444989",10,"44499"
"101523","1","14",10,"10",10,"444989",30,""
"101523","1","15",10,"33",10,"1528907",30,""
"101541","1","1",10,"5",10,"250311",10,"50062"
"101541","1","2",10,"3",10,"124082",10,"41361"
"101541","1","3",10,"9",10,"329995",10,"36666"
"101541","1","7",10,"17",10,"704388",30,""
"101541","1","8",10,"3",10,"150205",10,"50068"
"101541","1","9",10,"1",40,"",40,""
"101541","1","10",10,"3",10,"104536",10,"34845"
"101541","1","11",10,"4",10,"110250",10,"27562"
"101541","1","14",10,"11",40,"",30,""
"101541","1","15",10,"28",40,"",30,""
"101569","1","6",10,"20",10,"931175",10,"46559"
"101569","1","7",10,"20",10,"931175",30,""
"101569","1","13",10,"29",10,"1303081",10,"44934"
"101569","1","14",10,"29",10,"1303081",30,""
"101569","1","15",10,"49",10,"2234256",30,""
"101587","1","1",10,"17",10,"881229",10,"51837"
"101587","1","2",10,"16",10,"707442",10,"44215"
"101587","1","3",10,"15",10,"567799",10,"37853"
"101587","1","5",10,"2",40,"",40,""
"101587","1","7",10,"50",40,"",30,""
"101587","1","8",10,"5",10,"246328",10,"49266"
"101587","1","9",10,"13",10,"590884",10,"45453"
"101587","1","10",10,"9",10,"335297",10,"37255"
"101587","1","11",10,"3",10,"86583",10,"28861"
"101587","1","12",10,"5",10,"111944",10,"22389"
"101587","1","14",10,"35",10,"1371036",30,""
"101587","1","15",10,"85",40,"",30,""
"101602","1","6",10,"9",10,"412229",10,"45803"
"101602","1","7",10,"9",10,"412229",30,""
"101602","1","13",10,"10",10,"437518",10,"43752"
"101602","1","14",10,"10",10,"437518",30,""
"101602","1","15",10,"19",10,"849747",30,""
"101648","1","4",10,"14",10,"386239",10,"27588"
"101648","1","7",10,"14",10,"386239",30,""
"101648","1","11",10,"7",10,"206996",10,"29571"
"101648","1","14",10,"7",10,"206996",30,""
"101648","1","15",10,"21",10,"593235",30,""
"101675","1","2",10,"4",10,"120996",10,"30249"
"101675","1","3",10,"8",10,"234680",10,"29335"
"101675","1","4",10,"20",10,"498400",10,"24920"
"101675","1","7",10,"32",10,"854076",30,""
"101675","1","9",10,"2",40,"",40,""
"101675","1","10",10,"2",40,"",40,""
"101675","1","11",10,"16",10,"406800",10,"25425"
"101675","1","14",10,"20",10,"525814",30,""
"101675","1","15",10,"52",10,"1379890",30,""
"101675","2","1",10,"2",40,"",40,""
"101675","2","2",10,"1",40,"",40,""
"101675","2","3",10,"3",10,"120000",10,"40000"
"101675","2","4",10,"3",10,"99000",10,"33000"
"101675","2","7",10,"9",10,"355313",30,""
"101675","2","9",10,"3",10,"107133",10,"35711"
"101675","2","10",10,"1",40,"",40,""
"101675","2","11",10,"1",40,"",40,""
"101675","2","14",10,"5",40,"",30,""
"101675","2","15",10,"14",40,"",30,""
"101693","1","1",10,"14",10,"601328",10,"42952"
"101693","1","2",10,"14",10,"518602",10,"37043"
"101693","1","3",10,"7",10,"237431",10,"33919"
"101693","1","4",10,"2",40,"",40,""
"101693","1","7",10,"37",40,"",30,""
"101693","1","8",10,"9",10,"370260",10,"41140"
"101693","1","9",10,"17",10,"589730",10,"34690"
"101693","1","10",10,"9",10,"284508",10,"31612"
"101693","1","11",10,"7",10,"189607",10,"27087"
"101693","1","14",10,"42",10,"1434105",30,""
"101693","1","15",10,"79",40,"",30,""
"101693","2","1",10,"3",10,"164376",10,"54792"
"101693","2","3",10,"1",40,"",40,""
"101693","2","7",10,"4",40,"",30,""
"101693","2","8",10,"3",10,"185316",10,"61772"
"101693","2","9",10,"1",40,"",40,""
"101693","2","14",10,"4",40,"",30,""
"101693","2","15",10,"8",40,"",30,""
"101709","1","1",10,"28",10,"1590029",10,"56787"
"101709","1","2",10,"16",10,"862205",10,"53888"
"101709","1","3",10,"20",10,"773246",10,"38662"
"101709","1","4",10,"5",10,"146722",10,"29344"
"101709","1","7",10,"69",10,"3372202",30,""
"101709","1","8",10,"7",10,"378366",10,"54052"
"101709","1","9",10,"18",10,"773249",10,"42958"
"101709","1","10",10,"21",10,"796971",10,"37951"
"101709","1","11",10,"11",10,"339717",10,"30883"
"101709","1","14",10,"57",10,"2288303",30,""
"101709","1","15",10,"126",10,"5660505",30,""
"101736","1","6",10,"39",10,"1767792",10,"45328"
"101736","1","7",10,"39",10,"1767792",30,""
"101736","1","13",10,"33",10,"1391067",10,"42154"
"101736","1","14",10,"33",10,"1391067",30,""
"101736","1","15",10,"72",10,"3158859",30,""
"101736","2","13",10,"2",40,"",40,""
"101736","2","14",10,"2",40,"",30,""
"101736","2","15",10,"2",40,"",30,""
"101879","1","1",10,"37",10,"2148197",10,"58059"
"101879","1","2",10,"22",10,"1124299",10,"51104"
"101879","1","3",10,"37",10,"1657419",10,"44795"
"101879","1","4",10,"7",10,"261107",10,"37301"
"101879","1","7",10,"103",10,"5191022",30,""
"101879","1","8",10,"12",10,"696712",10,"58059"
"101879","1","9",10,"14",10,"707619",10,"50544"
"101879","1","10",10,"40",10,"1732158",10,"43304"
"101879","1","11",10,"13",10,"492703",10,"37900"
"101879","1","14",10,"79",10,"3629192",30,""
"101879","1","15",10,"182",10,"8820214",30,""
"101879","2","1",10,"8",10,"557370",10,"69671"
"101879","2","2",10,"3",10,"184764",10,"61588"
"101879","2","3",10,"2",40,"",40,""
"101879","2","7",10,"13",40,"",30,""
"101879","2","11",10,"1",40,"",40,""
"101879","2","14",10,"1",40,"",30,""
"101879","2","15",10,"14",10,"886452",30,""
"101897","1","6",10,"13",10,"614113",10,"47239"
"101897","1","7",10,"13",10,"614113",30,""
"101897","1","13",10,"12",10,"556930",10,"46411"
"101897","1","14",10,"12",10,"556930",30,""
"101897","1","15",10,"25",10,"1171043",30,""
"101897","2","6",10,"1",40,"",40,""
"101897","2","7",10,"1",40,"",30,""
"101897","2","13",10,"4",10,"255763",10,"63941"
"101897","2","14",10,"4",10,"255763",30,""
"101897","2","15",10,"5",40,"",30,""
"101912","1","1",10,"4",10,"175940",10,"43985"
"101912","1","2",10,"13",10,"518817",10,"39909"
"101912","1","3",10,"17",10,"623432",10,"36672"
"101912","1","4",10,"1",40,"",40,""
"101912","1","7",10,"35",40,"",30,""
"101912","1","8",10,"4",10,"175387",10,"43847"
"101912","1","9",10,"10",10,"397623",10,"39762"
"101912","1","10",10,"28",10,"1015706",10,"36275"
"101912","1","11",10,"2",40,"",40,""
"101912","1","14",10,"44",40,"",30,""
"101912","1","15",10,"79",10,"3007262",30,""
"101912","2","1",10,"6",10,"280730",10,"46788"
"101912","2","2",10,"4",10,"168420",10,"42105"
"101912","2","4",10,"1",40,"",40,""
"101912","2","7",10,"11",40,"",30,""
"101912","2","8",10,"5",10,"233844",10,"46769"
"101912","2","9",10,"4",10,"166474",10,"41618"
"101912","2","11",10,"1",40,"",40,""
"101912","2","14",10,"10",40,"",30,""
"101912","2","15",10,"21",40,"",30,""
"101949","1","6",10,"15",10,"703856",10,"46924"
"101949","1","7",10,"15",10,"703856",30,""
"101949","1","13",10,"18",10,"764156",10,"42453"
"101949","1","14",10,"18",10,"764156",30,""
"101949","1","15",10,"33",10,"1468012",30,""
"101958","2","4",10,"1",40,"",40,""
"101958","2","7",10,"1",40,"",30,""
"101958","2","11",10,"3",10,"78331",10,"26110"
"101958","2","14",10,"3",10,"78331",30,""
"101958","2","15",10,"4",40,"",30,""
"101994","1","6",10,"2",40,"",40,""
"101994","1","7",10,"2",40,"",30,""
"101994","1","13",10,"1",40,"",40,""
"101994","1","14",10,"1",40,"",30,""
"101994","1","15",10,"3",10,"108058",30,""
"101994","2","6",10,"8",10,"433677",10,"54210"
"101994","2","7",10,"8",10,"433677",30,""
"101994","2","13",10,"13",10,"771297",10,"59331"
"101994","2","14",10,"13",10,"771297",30,""
"101994","2","15",10,"21",10,"1204974",30,""
"102030","1","6",10,"48",10,"2031201",10,"42317"
"102030","1","7",10,"48",10,"2031201",30,""
"102030","1","13",10,"56",10,"2368080",10,"42287"
"102030","1","14",10,"56",10,"2368080",30,""
"102030","1","15",10,"104",10,"4399281",30,""
"102030","2","13",10,"1",40,"",40,""
"102030","2","14",10,"1",40,"",30,""
"102030","2","15",10,"1",40,"",30,""
"102049","1","1",10,"71",10,"5427748",10,"76447"
"102049","1","2",10,"24",10,"1326189",10,"55258"
"102049","1","3",10,"23",10,"1081609",10,"47026"
"102049","1","4",10,"5",10,"171420",10,"34284"
"102049","1","7",10,"123",10,"8006966",30,""
"102049","1","8",10,"21",10,"1386469",10,"66022"
"102049","1","9",10,"16",10,"843353",10,"52710"
"102049","1","10",10,"32",10,"1325328",10,"41416"
"102049","1","11",10,"15",10,"498396",10,"33226"
"102049","1","14",10,"84",10,"4053546",30,""
"102049","1","15",10,"207",10,"12060512",30,""
"102049","2","1",10,"11",10,"939079",10,"85371"
"102049","2","2",10,"10",10,"737360",10,"73736"
"102049","2","3",10,"7",10,"423635",10,"60519"
"102049","2","7",10,"28",10,"2100074",30,""
"102049","2","8",10,"1",40,"",40,""
"102049","2","9",10,"8",10,"534718",10,"66840"
