unitid,contract,arank,"xempcoun",empcount,"xoutlays",outlays,"xsaverag",saverage
"216366","2","9",10,"4",10,"293035",10,"73259"
"216366","2","10",10,"3",10,"170743",10,"56914"
"216366","2","11",10,"6",10,"322236",10,"53706"
"216366","2","14",10,"13",10,"786014",30,""
"216366","2","15",10,"19",10,"1167497",30,""
"216418","2","6",10,"9",10,"284000",10,"31556"
"216418","2","7",10,"9",10,"284000",30,""
"216418","2","13",10,"4",10,"128000",10,"32000"
"216418","2","14",10,"4",10,"128000",30,""
"216418","2","15",10,"13",10,"412000",30,""
"216418","3","6",10,"1",40,"",40,""
"216418","3","7",10,"1",40,"",30,""
"216418","3","15",10,"1",40,"",30,""
"216427","2","6",20,"11",20,"350168",20,"31833"
"216427","2","7",20,"11",20,"350168",20,""
"216427","2","13",20,"4",20,"134798",20,"33700"
"216427","2","14",20,"4",20,"134798",20,""
"216427","2","15",20,"15",20,"484966",20,""
"216436","2","6",20,"25",20,"805389",20,"32216"
"216436","2","7",20,"25",20,"805389",20,""
"216436","2","13",20,"1",40,"",40,""
"216436","2","14",20,"1",40,"",30,""
"216436","2","15",20,"26",40,"",30,""
"216445","2","6",20,"10",20,"344899",20,"34490"
"216445","2","7",20,"10",20,"344899",20,""
"216445","2","13",20,"4",20,"122805",20,"30701"
"216445","2","14",20,"4",20,"122805",20,""
"216445","2","15",20,"14",20,"467704",20,""
"216454","2","6",20,"23",20,"718564",20,"31242"
"216454","2","7",20,"23",20,"718564",20,""
"216454","2","13",20,"8",20,"253579",20,"31697"
"216454","2","14",20,"8",20,"253579",20,""
"216454","2","15",20,"31",20,"972143",20,""
"216463","1","1",10,"4",10,"215000",10,"53750"
"216463","1","2",10,"2",40,"",40,""
"216463","1","3",10,"2",40,"",40,""
"216463","1","7",10,"8",10,"402500",30,""
"216463","1","10",10,"1",40,"",40,""
"216463","1","14",10,"1",40,"",30,""
"216463","1","15",10,"9",40,"",30,""
"216524","1","1",10,"28",10,"1960680",10,"70024"
"216524","1","2",10,"10",10,"589410",10,"58941"
"216524","1","3",10,"14",10,"679720",10,"48551"
"216524","1","4",10,"2",40,"",40,""
"216524","1","7",10,"54",40,"",30,""
"216524","1","8",10,"16",10,"1079150",10,"67447"
"216524","1","9",10,"6",10,"359780",10,"59963"
"216524","1","10",10,"15",10,"720250",10,"48017"
"216524","1","11",10,"3",10,"94000",10,"31333"
"216524","1","12",10,"2",40,"",40,""
"216524","1","14",10,"42",40,"",30,""
"216524","1","15",10,"96",10,"5651622",30,""
"216542","1","1",10,"2",40,"",40,""
"216542","1","2",10,"5",10,"208599",10,"41720"
"216542","1","3",10,"8",10,"313242",10,"39155"
"216542","1","4",10,"4",10,"144793",10,"36198"
"216542","1","7",10,"19",40,"",30,""
"216542","1","10",10,"7",10,"247435",10,"35348"
"216542","1","14",10,"7",10,"247435",30,""
"216542","1","15",10,"26",40,"",30,""
"216551","1","1",10,"3",10,"156638",10,"52213"
"216551","1","2",10,"3",10,"123365",10,"41122"
"216551","1","3",10,"3",10,"112492",10,"37497"
"216551","1","4",10,"1",40,"",40,""
"216551","1","7",10,"10",40,"",30,""
"216551","1","8",10,"1",40,"",40,""
"216551","1","9",10,"2",40,"",40,""
"216551","1","14",10,"3",10,"133878",30,""
"216551","1","15",10,"13",40,"",30,""
"216597","1","1",10,"114",10,"11164283",10,"97932"
"216597","1","2",10,"124",10,"8415919",10,"67870"
"216597","1","3",10,"133",10,"7461470",10,"56101"
"216597","1","4",10,"13",10,"590084",10,"45391"
"216597","1","7",10,"384",10,"27631756",30,""
"216597","1","8",10,"20",10,"1829265",10,"91463"
"216597","1","9",10,"38",10,"2450209",10,"64479"
"216597","1","10",10,"84",10,"4518270",10,"53789"
"216597","1","11",10,"14",10,"634012",10,"45287"
"216597","1","14",10,"156",10,"9431756",30,""
"216597","1","15",10,"540",10,"37063512",30,""
"216597","2","1",10,"2",40,"",40,""
"216597","2","2",10,"1",40,"",40,""
"216597","2","7",10,"3",10,"412260",30,""
"216597","2","10",10,"1",40,"",40,""
"216597","2","14",10,"1",40,"",30,""
"216597","2","15",10,"4",40,"",30,""
"216667","1","1",10,"30",10,"2113410",10,"70447"
"216667","1","2",10,"13",10,"697685",10,"53668"
"216667","1","3",10,"17",10,"697800",10,"41047"
"216667","1","4",10,"1",40,"",40,""
"216667","1","7",10,"61",40,"",30,""
"216667","1","8",10,"6",10,"372775",10,"62129"
"216667","1","9",10,"9",10,"434350",10,"48261"
"216667","1","10",10,"9",10,"355950",10,"39550"
"216667","1","11",10,"3",10,"98900",10,"32967"
"216667","1","14",10,"27",10,"1261975",30,""
"216667","1","15",10,"88",40,"",30,""
"216667","2","4",10,"1",40,"",40,""
"216667","2","7",10,"1",40,"",30,""
"216667","2","15",10,"1",40,"",30,""
"216694","1","1",10,"7",10,"389006",10,"55572"
"216694","1","2",10,"7",10,"300588",10,"42941"
"216694","1","3",10,"15",10,"573289",10,"38219"
"216694","1","4",10,"3",10,"103379",10,"34460"
"216694","1","7",10,"32",10,"1366262",30,""
"216694","1","8",10,"5",10,"260679",10,"52136"
"216694","1","9",10,"6",10,"256602",10,"42767"
"216694","1","10",10,"9",10,"364166",10,"40463"
"216694","1","11",10,"7",10,"238188",10,"34027"
"216694","1","14",10,"27",10,"1119635",30,""
"216694","1","15",10,"59",10,"2485897",30,""
"216764","1","1",10,"115",10,"9836228",10,"85532"
"216764","1","2",10,"92",10,"6339724",10,"68910"
"216764","1","3",10,"66",10,"3756716",10,"56920"
"216764","1","4",10,"4",10,"205380",10,"51345"
"216764","1","7",10,"277",10,"20138048",30,""
"216764","1","8",10,"46",10,"3788527",10,"82359"
"216764","1","9",10,"65",10,"4394246",10,"67604"
"216764","1","10",10,"92",10,"5177399",10,"56276"
"216764","1","11",10,"2",40,"",40,""
"216764","1","14",10,"205",40,"",30,""
"216764","1","15",10,"482",40,"",30,""
"216782","2","4",10,"8",10,"256000",10,"32000"
"216782","2","6",10,"8",10,"256000",10,"32000"
"216782","2","7",10,"16",10,"512000",30,""
"216782","2","11",10,"13",10,"256000",10,"19692"
"216782","2","13",10,"13",10,"256000",10,"19692"
"216782","2","14",10,"26",10,"512000",30,""
"216782","2","15",10,"42",10,"1024000",30,""
"216807","1","1",10,"25",10,"1612957",10,"64518"
"216807","1","2",10,"17",10,"849969",10,"49998"
"216807","1","3",10,"13",10,"529022",10,"40694"
"216807","1","4",10,"4",10,"138864",10,"34716"
"216807","1","7",10,"59",10,"3130812",30,""
"216807","1","8",10,"7",10,"410982",10,"58712"
"216807","1","9",10,"10",10,"478235",10,"47824"
"216807","1","10",10,"21",10,"809893",10,"38566"
"216807","1","11",10,"4",10,"145230",10,"36308"
"216807","1","12",10,"2",40,"",40,""
"216807","1","14",10,"44",40,"",30,""
"216807","1","15",10,"103",40,"",30,""
"216816","2","1",10,"7",10,"552734",10,"78962"
"216816","2","2",10,"7",10,"361582",10,"51655"
"216816","2","3",10,"4",10,"202792",10,"50698"
"216816","2","7",10,"18",10,"1117108",30,""
"216816","2","15",10,"18",10,"1117108",30,""
"216825","1","1",10,"12",10,"763288",10,"63607"
"216825","1","2",10,"12",10,"604589",10,"50382"
"216825","1","3",10,"20",10,"843925",10,"42196"
"216825","1","7",10,"44",10,"2211802",30,""
"216825","1","8",10,"6",10,"359455",10,"59909"
"216825","1","9",10,"11",10,"499932",10,"45448"
"216825","1","10",10,"15",10,"565160",10,"37677"
"216825","1","11",10,"1",40,"",40,""
"216825","1","14",10,"33",40,"",30,""
"216825","1","15",10,"77",40,"",30,""
"216852","1","1",10,"36",10,"2595685",10,"72102"
"216852","1","2",10,"45",10,"2663101",10,"59180"
"216852","1","3",10,"22",10,"1018330",10,"46288"
"216852","1","4",10,"3",10,"118270",10,"39423"
"216852","1","5",10,"4",10,"154505",10,"38626"
"216852","1","7",10,"110",10,"6549891",30,""
"216852","1","8",10,"16",10,"1026655",10,"64166"
"216852","1","9",10,"26",10,"1523521",10,"58597"
"216852","1","10",10,"36",10,"1706985",10,"47416"
"216852","1","11",10,"3",10,"143300",10,"47767"
"216852","1","12",10,"9",10,"338835",10,"37648"
"216852","1","14",10,"90",10,"4739296",30,""
"216852","1","15",10,"200",10,"11289187",30,""
"216852","2","1",10,"1",40,"",40,""
"216852","2","2",10,"4",10,"274943",10,"68736"
"216852","2","7",10,"5",40,"",30,""
"216852","2","8",10,"2",40,"",40,""
"216852","2","9",10,"6",10,"386710",10,"64452"
"216852","2","10",10,"3",10,"163525",10,"54508"
"216852","2","11",10,"1",40,"",40,""
"216852","2","12",10,"1",40,"",40,""
"216852","2","14",10,"13",10,"863800",30,""
"216852","2","15",10,"18",40,"",30,""
"216931","1","1",10,"19",10,"1227396",10,"64600"
"216931","1","2",10,"27",10,"1474180",10,"54599"
"216931","1","3",10,"13",10,"625231",10,"48095"
"216931","1","7",10,"59",10,"3326807",30,""
"216931","1","8",10,"4",10,"248821",10,"62205"
"216931","1","9",10,"15",10,"769936",10,"51329"
"216931","1","10",10,"16",10,"641223",10,"40076"
"216931","1","14",10,"35",10,"1659980",30,""
"216931","1","15",10,"94",10,"4986787",30,""
"216931","2","1",10,"2",40,"",40,""
"216931","2","2",10,"1",40,"",40,""
"216931","2","3",10,"3",10,"203938",10,"67979"
"216931","2","7",10,"6",10,"461449",30,""
"216931","2","8",10,"1",40,"",40,""
"216931","2","10",10,"5",10,"327877",10,"65575"
"216931","2","14",10,"6",40,"",30,""
"216931","2","15",10,"12",40,"",30,""
"216986","2","6",20,"3",20,"132102",20,"44034"
"216986","2","7",20,"3",20,"132102",20,""
"216986","2","13",20,"5",20,"202006",20,"40401"
"216986","2","14",20,"5",20,"202006",20,""
"216986","2","15",20,"8",20,"334108",20,""
"217013","1","1",10,"2",40,"",40,""
"217013","1","2",10,"5",10,"206266",10,"41253"
"217013","1","3",10,"7",10,"250394",10,"35771"
"217013","1","7",10,"14",40,"",30,""
"217013","1","8",10,"3",10,"142672",10,"47557"
"217013","1","9",10,"7",10,"296022",10,"42289"
"217013","1","10",10,"8",10,"292650",10,"36581"
"217013","1","11",10,"1",40,"",40,""
"217013","1","14",10,"19",40,"",30,""
"217013","1","15",10,"33",10,"1318167",30,""
"217013","2","3",10,"1",40,"",40,""
"217013","2","7",10,"1",40,"",30,""
"217013","2","10",10,"1",40,"",40,""
"217013","2","14",10,"1",40,"",30,""
"217013","2","15",10,"2",40,"",30,""
"217040","1","6",10,"5",10,"161789",10,"32358"
"217040","1","7",10,"5",10,"161789",30,""
"217040","1","15",10,"5",10,"161789",30,""
"217059","1","1",10,"12",10,"943885",10,"78657"
"217059","1","2",10,"31",10,"1973345",10,"63656"
"217059","1","3",10,"33",10,"1798865",10,"54511"
"217059","1","4",10,"2",40,"",40,""
"217059","1","7",10,"78",40,"",30,""
"217059","1","8",10,"4",10,"266050",10,"66512"
"217059","1","9",10,"12",10,"704835",10,"58736"
"217059","1","10",10,"31",10,"1497635",10,"48311"
"217059","1","11",10,"3",10,"116355",10,"38785"
"217059","1","14",10,"50",10,"2584875",30,""
"217059","1","15",10,"128",40,"",30,""
"217059","2","1",10,"1",40,"",40,""
"217059","2","2",10,"3",10,"181985",10,"60662"
"217059","2","3",10,"2",40,"",40,""
"217059","2","7",10,"6",10,"327270",30,""
"217059","2","8",10,"1",40,"",40,""
"217059","2","9",10,"1",40,"",40,""
"217059","2","10",10,"2",40,"",40,""
"217059","2","14",10,"4",10,"212545",30,""
"217059","2","15",10,"10",10,"539815",30,""
"217077","2","6",10,"31",10,"1239180",10,"39974"
"217077","2","7",10,"31",10,"1239180",30,""
"217077","2","13",10,"11",10,"385860",10,"35078"
"217077","2","14",10,"11",10,"385860",30,""
"217077","2","15",10,"42",10,"1625040",30,""
"217086","2","6",10,"4",10,"137899",10,"34475"
"217086","2","7",10,"4",10,"137899",30,""
"217086","2","13",10,"8",10,"166657",10,"20832"
"217086","2","14",10,"8",10,"166657",30,""
"217086","2","15",10,"12",10,"304556",30,""
"217156","1","1",10,"246",10,"25716132",10,"104537"
"217156","1","2",10,"82",10,"5525565",10,"67385"
"217156","1","3",10,"61",10,"3606004",10,"59115"
"217156","1","4",10,"1",40,"",40,""
"217156","1","5",10,"10",10,"490200",10,"49020"
"217156","1","7",10,"400",40,"",30,""
"217156","1","8",10,"52",10,"4885260",10,"93947"
"217156","1","9",10,"53",10,"3544815",10,"66883"
"217156","1","10",10,"28",10,"1588115",10,"56718"
"217156","1","12",10,"31",10,"1620422",10,"52272"
"217156","1","14",10,"164",10,"11638612",30,""
"217156","1","15",10,"564",40,"",30,""
"217156","2","1",10,"4",10,"500794",10,"125199"
"217156","2","2",10,"7",10,"334892",10,"47842"
"217156","2","3",10,"2",40,"",40,""
"217156","2","5",10,"1",40,"",40,""
"217156","2","7",10,"14",10,"931952",30,""
"217156","2","8",10,"3",10,"184500",10,"61500"
"217156","2","9",10,"7",10,"252050",10,"36007"
"217156","2","10",10,"1",40,"",40,""
"217156","2","12",10,"7",40,"",40,""
"217156","2","14",10,"18",40,"",30,""
"217156","2","15",10,"32",40,"",30,""
"217165","1","1",10,"36",10,"3332318",10,"92564"
"217165","1","2",10,"25",10,"1953203",10,"78128"
"217165","1","3",10,"20",10,"1231185",10,"61559"
"217165","1","5",10,"12",10,"479178",10,"39932"
"217165","1","7",10,"93",10,"6995884",30,""
"217165","1","8",10,"14",10,"1261989",10,"90142"
"217165","1","9",10,"9",10,"641561",10,"71285"
"217165","1","10",10,"17",10,"1071876",10,"63052"
"217165","1","12",10,"6",10,"236885",10,"39481"
"217165","1","14",10,"46",10,"3212311",30,""
"217165","1","15",10,"139",10,"10208195",30,""
"217235","1","1",10,"22",10,"1277134",10,"58052"
"217235","1","2",10,"46",10,"2287764",10,"49734"
"217235","1","3",10,"58",10,"2499918",10,"43102"
"217235","1","4",10,"35",10,"1320311",10,"37723"
"217235","1","7",10,"161",10,"7385127",30,""
"217235","1","8",10,"11",10,"619244",10,"56295"
"217235","1","9",10,"51",10,"2424119",10,"47532"
"217235","1","10",10,"25",10,"1041354",10,"41654"
"217235","1","11",10,"22",10,"823047",10,"37411"
"217235","1","14",10,"109",10,"4907764",30,""
"217235","1","15",10,"270",10,"12292891",30,""
"217305","2","1",10,"1",40,"",40,""
"217305","2","2",10,"21",10,"1267266",10,"60346"
"217305","2","3",10,"42",10,"2270505",10,"54060"
"217305","2","4",10,"17",10,"804972",10,"47351"
"217305","2","6",10,"3",40,"",40,""
"217305","2","7",10,"84",40,"",30,""
"217305","2","9",10,"7",10,"398016",10,"56859"
"217305","2","10",10,"11",10,"562374",10,"51125"
"217305","2","11",10,"1",40,"",40,""
"217305","2","13",10,"1",40,"",40,""
"217305","2","14",10,"20",40,"",30,""
"217305","2","15",10,"104",10,"5547165",30,""
"217402","1","1",10,"52",10,"4256874",10,"81863"
"217402","1","2",10,"46",10,"3182653",10,"69188"
"217402","1","3",10,"58",10,"3099694",10,"53443"
"217402","1","4",10,"10",10,"492186",10,"49219"
"217402","1","7",10,"166",10,"11031407",30,""
"217402","1","8",10,"12",10,"950966",10,"79247"
"217402","1","9",10,"21",10,"1299111",10,"61862"
"217402","1","10",10,"40",10,"2098804",10,"52470"
"217402","1","11",10,"7",10,"266369",10,"38053"
"217402","1","14",10,"80",10,"4615250",30,""
"217402","1","15",10,"246",10,"15646657",30,""
"217420","1","1",10,"84",10,"5443290",10,"64801"
"217420","1","2",10,"54",10,"2976358",10,"55118"
"217420","1","3",10,"33",10,"1555274",10,"47130"
"217420","1","7",10,"171",10,"9974922",30,""
"217420","1","8",10,"46",10,"2737697",10,"59515"
"217420","1","9",10,"34",10,"1756070",10,"51649"
"217420","1","10",10,"51",10,"2311792",10,"45329"
"217420","1","14",10,"131",10,"6805559",30,""
"217420","1","15",10,"302",10,"16780481",30,""
"217420","2","1",10,"2",40,"",40,""
"217420","2","7",10,"2",40,"",30,""
"217420","2","15",10,"2",40,"",30,""
"217475","1","1",10,"79",10,"4764997",10,"60316"
"217475","1","2",10,"15",10,"651980",10,"43465"
"217475","1","3",10,"29",10,"1157334",10,"39908"
"217475","1","7",10,"123",10,"6574311",30,""
"217475","1","8",10,"59",10,"3362159",10,"56986"
"217475","1","9",10,"40",10,"1729503",10,"43238"
"217475","1","10",10,"50",10,"1921170",10,"38423"
"217475","1","14",10,"149",10,"7012832",30,""
"217475","1","15",10,"272",10,"13587143",30,""
"217475","2","1",10,"4",10,"262452",10,"65613"
"217475","2","3",10,"1",40,"",40,""
"217475","2","7",10,"5",40,"",30,""
"217475","2","8",10,"1",40,"",40,""
"217475","2","9",10,"3",10,"147813",10,"49271"
"217475","2","10",10,"4",10,"185707",10,"46427"
"217475","2","14",10,"8",40,"",30,""
"217475","2","15",10,"13",40,"",30,""
"217484","1","1",10,"230",10,"19268725",10,"83777"
"217484","1","2",10,"60",10,"3929383",10,"65490"
"217484","1","3",10,"49",10,"2587935",10,"52815"
"217484","1","7",10,"339",10,"25786043",30,""
"217484","1","8",10,"56",10,"4302408",10,"76829"
"217484","1","9",10,"52",10,"3088858",10,"59401"
"217484","1","10",10,"61",10,"2961977",10,"48557"
"217484","1","11",10,"3",40,"",40,""
"217484","1","14",10,"172",40,"",30,""
"217484","1","15",10,"511",40,"",30,""
"217484","2","1",10,"41",10,"4057067",10,"98953"
"217484","2","2",10,"10",10,"734735",10,"73474"
"217484","2","3",10,"11",10,"665755",10,"60523"
"217484","2","7",10,"62",10,"5457557",30,""
"217484","2","8",10,"10",10,"930466",10,"93047"
"217484","2","9",10,"5",10,"345270",10,"69054"
"217484","2","10",10,"15",10,"867032",10,"57802"
"217484","2","14",10,"30",10,"2142768",30,""
"217484","2","15",10,"92",10,"7600325",30,""
"217493","2","1",10,"44",10,"3487248",10,"79256"
"217493","2","2",10,"25",10,"1508634",10,"60345"
"217493","2","3",10,"13",10,"698602",10,"53739"
"217493","2","7",10,"82",10,"5694484",30,""
"217493","2","8",10,"26",10,"1897881",10,"72995"
"217493","2","9",10,"15",10,"858883",10,"57259"
"217493","2","10",10,"13",10,"611483",10,"47037"
"217493","2","14",10,"54",10,"3368247",30,""
"217493","2","15",10,"136",10,"9062731",30,""
"217518","2","1",10,"51",10,"3508792",10,"68800"
"217518","2","2",10,"12",10,"765987",10,"63832"
"217518","2","3",10,"23",10,"1242127",10,"54006"
"217518","2","7",10,"86",10,"5516906",30,""
"217518","2","8",10,"12",10,"793048",10,"66087"
"217518","2","9",10,"11",10,"695031",10,"63185"
"217518","2","10",10,"26",10,"1371948",10,"52767"
"217518","2","14",10,"49",10,"2860027",30,""
"217518","2","15",10,"135",10,"8376933",30,""
"217536","1","1",10,"16",10,"1056774",10,"66048"
"217536","1","2",10,"11",10,"598593",10,"54418"
"217536","1","3",10,"9",10,"380402",10,"42267"
"217536","1","5",10,"9",10,"378786",10,"42087"
"217536","1","7",10,"45",10,"2414555",30,""
"217536","1","8",10,"17",10,"1073569",10,"63151"
"217536","1","9",10,"10",10,"536341",10,"53634"
"217536","1","10",10,"11",10,"493673",10,"44879"
"217536","1","11",10,"8",10,"319258",10,"39907"
"217536","1","12",10,"14",10,"521069",10,"37219"
"217536","1","14",10,"60",10,"2943910",30,""
"217536","1","15",10,"105",10,"5358465",30,""
"217606","1","1",22,"16",22,"1021755",22,"63860"
"217606","1","2",22,"8",22,"405859",22,"50732"
"217606","1","3",22,"12",22,"518324",22,"43194"
"217606","1","5",22,"3",40,"",40,""
"217606","1","7",22,"39",40,"",30,""
"217606","1","8",22,"4",22,"224200",22,"56050"
"217606","1","9",22,"3",22,"144761",22,"48254"
"217606","1","10",22,"9",22,"361675",22,"40186"
"217606","1","11",22,"1",40,"",40,""
"217606","1","12",22,"2",40,"",40,""
"217606","1","14",22,"19",22,"844939",22,""
"217606","1","15",22,"58",40,"",30,""
"217615","1","6",10,"33",10,"1390606",10,"42140"
"217615","1","7",10,"33",10,"1390606",30,""
"217615","1","13",10,"21",10,"865605",10,"41219"
"217615","1","14",10,"21",10,"865605",30,""
"217615","1","15",10,"54",10,"2256211",30,""
"217624","1","6",20,"10",20,"302285",20,"30229"
"217624","1","7",20,"10",20,"302285",20,""
"217624","1","9",20,"1",40,"",40,""
"217624","1","13",20,"3",20,"89703",20,"29901"
"217624","1","14",20,"4",40,"",30,""
"217624","1","15",20,"14",40,"",30,""
"217633","1","1",10,"2",40,"",40,""
"217633","1","2",10,"16",10,"696753",10,"43547"
"217633","1","3",10,"8",10,"323132",10,"40392"
"217633","1","7",10,"26",40,"",30,""
"217633","1","8",10,"4",10,"176851",10,"44213"
"217633","1","9",10,"9",10,"342000",10,"38000"
"217633","1","10",10,"10",10,"357950",10,"35795"
"217633","1","11",10,"1",40,"",40,""
"217633","1","14",10,"24",40,"",30,""
"217633","1","15",10,"50",10,"2033519",30,""
"217688","1","1",10,"10",10,"570945",10,"57094"
"217688","1","2",10,"12",10,"511920",10,"42660"
"217688","1","3",10,"20",10,"851316",10,"42566"
"217688","1","4",10,"6",10,"219906",10,"36651"
"217688","1","7",10,"48",10,"2154087",30,""
"217688","1","8",10,"4",10,"214245",10,"53561"
"217688","1","9",10,"9",10,"387529",10,"43059"
"217688","1","10",10,"14",10,"600877",10,"42920"
"217688","1","11",10,"8",10,"279421",10,"34928"
"217688","1","12",10,"3",10,"86500",10,"28833"
"217688","1","14",10,"38",10,"1568572",30,""
"217688","1","15",10,"86",10,"3722659",30,""
"217688","2","1",10,"1",40,"",40,""
"217688","2","2",10,"2",40,"",40,""
"217688","2","7",10,"3",10,"214250",30,""
"217688","2","8",10,"1",40,"",40,""
"217688","2","9",10,"1",40,"",40,""
"217688","2","12",10,"1",40,"",40,""
"217688","2","14",10,"3",10,"180770",30,""
"217688","2","15",10,"6",10,"395020",30,""
"217712","1","6",10,"19",10,"761593",10,"40084"
"217712","1","7",10,"19",10,"761593",30,""
"217712","1","13",10,"23",10,"966700",10,"42030"
"217712","1","14",10,"23",10,"966700",30,""
"217712","1","15",10,"42",10,"1728293",30,""
"217721","1","1",10,"9",10,"541891",10,"60210"
"217721","1","2",10,"16",10,"829962",10,"51873"
"217721","1","3",10,"19",10,"770685",10,"40562"
"217721","1","4",10,"10",10,"353876",10,"35388"
"217721","1","7",10,"54",10,"2496414",30,""
"217721","1","8",10,"2",40,"",40,""
"217721","1","9",10,"4",10,"216089",10,"54022"
"217721","1","10",10,"9",10,"382583",10,"42509"
"217721","1","11",10,"21",10,"723612",10,"34458"
"217721","1","14",10,"36",40,"",30,""
"217721","1","15",10,"90",40,"",30,""
"217721","2","1",10,"4",10,"309763",10,"77441"
"217721","2","2",10,"4",10,"248516",10,"62129"
"217721","2","3",10,"3",10,"186089",10,"62030"
"217721","2","7",10,"11",10,"744368",30,""
"217721","2","8",10,"1",40,"",40,""
"217721","2","9",10,"6",10,"431765",10,"71961"
"217721","2","10",10,"3",10,"152370",10,"50790"
"217721","2","11",10,"2",40,"",40,""
"217721","2","14",10,"12",10,"750653",30,""
"217721","2","15",10,"23",10,"1495021",30,""
"217776","1","1",10,"12",10,"516911",10,"43076"
"217776","1","2",10,"6",10,"222361",10,"37060"
"217776","1","3",10,"3",10,"101861",10,"33954"
"217776","1","7",10,"21",10,"841133",30,""
"217776","1","9",10,"7",10,"249354",10,"35622"
"217776","1","10",10,"3",10,"92600",10,"30867"
"217776","1","14",10,"10",10,"341954",30,""
"217776","1","15",10,"31",10,"1183087",30,""
"217776","2","1",10,"5",10,"272267",10,"54453"
"217776","2","2",10,"3",10,"141467",10,"47156"
"217776","2","3",10,"1",40,"",40,""
"217776","2","7",10,"9",40,"",30,""
"217776","2","8",10,"1",40,"",40,""
"217776","2","14",10,"1",40,"",30,""
"217776","2","15",10,"10",40,"",30,""
"217776","3","1",10,"1",40,"",40,""
"217776","3","2",10,"1",40,"",40,""
"217776","3","7",10,"2",40,"",30,""
"217776","3","15",10,"2",40,"",30,""
"217819","1","1",10,"70",10,"4605706",10,"65796"
"217819","1","2",10,"76",10,"4075813",10,"53629"
"217819","1","3",10,"73",10,"3270837",10,"44806"
"217819","1","4",10,"22",10,"851317",10,"38696"
"217819","1","7",10,"241",10,"12803673",30,""
"217819","1","8",10,"14",10,"891397",10,"63671"
"217819","1","9",10,"37",10,"1845979",10,"49891"
"217819","1","10",10,"69",10,"2819413",10,"40861"
"217819","1","11",10,"37",10,"1331533",10,"35987"
"217819","1","14",10,"157",10,"6888322",30,""
"217819","1","15",10,"398",10,"19691995",30,""
"217819","2","1",10,"19",10,"1572965",10,"82788"
"217819","2","2",10,"8",10,"606147",10,"75768"
"217819","2","7",10,"27",10,"2179112",30,""
"217819","2","8",10,"1",40,"",40,""
"217819","2","9",10,"6",10,"421213",10,"70202"
"217819","2","10",10,"3",10,"157017",10,"52339"
"217819","2","11",10,"2",40,"",40,""
"217819","2","14",10,"12",10,"744069",30,""
"217819","2","15",10,"39",10,"2923181",30,""
"217837","1","6",10,"13",10,"454915",10,"34993"
"217837","1","7",10,"13",10,"454915",30,""
"217837","1","13",10,"16",10,"514727",10,"32170"
"217837","1","14",10,"16",10,"514727",30,""
"217837","1","15",10,"29",10,"969642",30,""
"217864","1","1",10,"46",10,"3038513",10,"66055"
"217864","1","2",10,"43",10,"2362002",10,"54930"
"217864","1","3",10,"15",10,"687584",10,"45839"
"217864","1","4",10,"2",40,"",40,""
"217864","1","7",10,"106",40,"",30,""
"217864","1","8",10,"8",10,"557019",10,"69627"
"217864","1","9",10,"13",10,"693209",10,"53324"
"217864","1","10",10,"13",10,"590081",10,"45391"
"217864","1","11",10,"1",40,"",40,""
"217864","1","14",10,"35",40,"",30,""
"217864","1","15",10,"141",10,"8022408",30,""
"217864","2","1",10,"1",40,"",40,""
"217864","2","2",10,"1",40,"",40,""
"217864","2","7",10,"2",40,"",30,""
"217864","2","15",10,"2",40,"",30,""
"217873","1","1",10,"8",10,"395888",10,"49486"
"217873","1","2",10,"14",10,"705916",10,"50423"
"217873","1","3",10,"14",10,"547973",10,"39141"
"217873","1","4",10,"6",10,"237321",10,"39554"
"217873","1","7",10,"42",10,"1887098",30,""
"217873","1","8",10,"5",10,"259349",10,"51870"
"217873","1","9",10,"6",10,"294677",10,"49113"
"217873","1","10",10,"12",10,"442150",10,"36846"
"217873","1","11",10,"7",10,"227733",10,"32533"
"217873","1","14",10,"30",10,"1223909",30,""
"217873","1","15",10,"72",10,"3111007",30,""
"217873","2","1",10,"3",10,"251603",10,"83868"
"217873","2","3",10,"1",40,"",40,""
"217873","2","7",10,"4",40,"",30,""
"217873","2","10",10,"2",40,"",40,""
"217873","2","14",10,"2",40,"",30,""
"217873","2","15",10,"6",10,"404956",30,""
"217882","1","1",10,"301",10,"25259911",10,"83920"
"217882","1","2",10,"152",10,"9719933",10,"63947"
"217882","1","3",10,"112",10,"6169688",10,"55086"
"217882","1","4",10,"20",10,"697431",10,"34872"
"217882","1","7",10,"585",10,"41846963",30,""
"217882","1","8",10,"41",10,"2933900",10,"71559"
"217882","1","9",10,"58",10,"3395249",10,"58539"
"217882","1","10",10,"74",10,"3647408",10,"49289"
"217882","1","11",10,"20",10,"591831",10,"29592"
"217882","1","14",10,"193",10,"10568388",30,""
"217882","1","15",10,"778",10,"52415351",30,""
"217882","2","1",10,"58",10,"4937073",10,"85122"
"217882","2","2",10,"20",10,"1378887",10,"68944"
"217882","2","3",10,"12",10,"727908",10,"60659"
"217882","2","7",10,"90",10,"7043868",30,""
"217882","2","8",10,"8",10,"673273",10,"84159"
"217882","2","9",10,"3",10,"188768",10,"62923"
"217882","2","11",10,"1",40,"",40,""
"217882","2","14",10,"12",40,"",30,""
"217882","2","15",10,"102",40,"",30,""
"217891","1","6",10,"1",40,"",40,""
"217891","1","7",10,"1",40,"",30,""
"217891","1","13",10,"3",40,"",40,""
